Date,Close,High,Low,Open,Volume,Log_Returns,Volatility,Daily_Return,SMA_3,EMA_3,RSI_14,MACD,Signal_MACD,Upper_BB,Lower_BB
2019-03-08,1297.0,1297.4,1291.6,1292.1,10,0.010229475438766096,0.10688099734659379,0.010281975385574071,1288.5666666666666,1291.1782912950525,40.83405734144229,-4.11772927512402,0.597548121821132,1347.1198456617087,1274.390154338291
2019-03-11,1288.8,1291.0,1288.8,1291.0,9,-0.006342352453679253,0.1003128553467159,-0.00632228218966846,1289.8666666666668,1289.9891456475261,24.67917077986192,-4.713452874429095,-0.46465207742891335,1347.1335032924887,1271.8864967075112
2019-03-12,1296.3,1296.3,1294.7,1294.7,1,0.0058024997432324565,0.10115880451810749,0.00581936685288631,1294.0333333333333,1293.1445728237632,27.746212121212196,-4.528182727167177,-1.2773582073765661,1347.0503753826042,1270.8996246173956
2019-03-13,1307.5,1307.5,1307.5,1307.5,0,0.008602864333080775,0.10349372255953591,0.00863997531435623,1297.5333333333333,1300.3222864118816,41.75257731958767,-3.4379775379773037,-1.7094820734967138,1346.9708502779895,1270.8091497220103
2019-03-14,1293.4,1293.4,1293.4,1293.4,1,-0.01084250692658544,0.10803420323183073,-0.010783938814531435,1299.0666666666668,1296.8611432059408,33.01707779886155,-3.669435266811888,-2.1014727121597487,1346.7073350689443,1269.3326649310557
2019-03-15,1301.8,1304.7,1300.5,1300.9,26,0.0064735121257943964,0.10744903931631516,0.006494510592237379,1300.8999999999999,1299.3305716029704,39.09502262443436,-3.1388743960487773,-2.3089530489375543,1346.3951738263424,1268.8448261736573
2019-03-18,1300.3,1302.2,1297.3,1297.3,8,-0.0011529150810127339,0.10735480956832386,-0.0011522507297587747,1298.5,1299.815285801485,38.84892086330938,-2.8070802734162044,-2.4085784938332844,1345.3089743663284,1268.1510256336717
2019-03-19,1305.0,1306.9,1304.8,1306.9,20,0.0036080336995196667,0.1078714164133157,0.003614550488348911,1302.3666666666666,1302.4076429007425,44.14746543778801,-2.1402093195201815,-2.3549046589706637,1340.2108594257838,1269.739140574216
2019-03-20,1300.5,1300.7,1300.5,1300.7,2,-0.0034542348680875576,0.10827129081882797,-0.0034482758620689724,1301.9333333333334,1301.4538214503714,44.31082331174841,-1.952316585618064,-2.274387044300144,1333.1215803181597,1272.54841968184
2019-03-21,1306.1,1306.1,1306.1,1306.1,0,0.004296791694769188,0.10863431973361626,0.004306036139946068,1303.8666666666666,1303.7769107251856,54.98458376156208,-1.33613490993298,-2.0867366174267112,1330.712706544677,1273.2172934553228
2019-03-22,1311.6,1311.6,1311.6,1311.6,0,0.004202168387017688,0.10934326693411676,0.004211009876732286,1306.0666666666666,1307.6884553625928,64.69298245614033,-0.39939844140576497,-1.749268982222522,1327.2872317249573,1274.8827682750427
2019-03-25,1321.9,1322.9,1320.7,1320.7,19,0.007822329614860844,0.11128277413406928,0.007853003964623406,1313.2,1314.7942276812964,70.2127659574468,1.1607158680265002,-1.1672720121727176,1326.34012253276,1275.42987746724
2019-03-26,1314.3,1315.6,1314.3,1315.6,1,-0.005765891097391671,0.11156967529297844,-0.005749300249640821,1315.9333333333334,1314.5471138406483,64.21663442940027,1.7635323113934191,-0.5811111474594902,1324.034169188514,1276.655830811486
2019-03-27,1309.9,1309.9,1309.9,1309.9,206263,-0.0033534060843590954,0.1119367428936283,-0.0033477896979379196,1315.3666666666668,1312.2235569203242,62.230552952202494,1.8647300113373149,-0.09194291570012919,1322.6782758016498,1277.2317241983505
2019-03-28,1289.8,1311.1,1287.7,1308.4,87798,-0.015463630827326302,0.1204960804206279,-0.015344682800213838,1304.6666666666667,1301.011778460162,46.83098591549294,0.319346670708228,-0.009684998418457755,1321.115391725546,1276.494608274454
2019-03-29,1293.0,1298.5,1286.1,1289.6,1265,0.002477932195580456,0.12080927702961285,0.002481004806946796,1297.5666666666666,1297.005889230081,51.93370165745858,-0.6397923758897832,-0.13570647391272284,1321.0739956619213,1276.1960043380786
2019-04-01,1288.4,1295.9,1285.7,1291.8,675,-0.003563961314813617,0.11939992800340392,-0.003557617942768654,1290.4,1292.7029446150405,46.26300851466421,-1.7509150776299975,-0.4587481946561778,1320.8406572875206,1276.7893427124795
2019-04-02,1290.0,1290.9,1284.5,1286.3,525,0.0012410798986740089,0.10779006965319213,0.0012418503570319483,1290.4666666666667,1291.3514723075202,40.89490114464099,-2.47386403110022,-0.8617713619449863,1320.2218936053691,1278.2081063946307
2019-04-03,1289.9,1293.1,1287.5,1291.4,172,-7.752238462731633e-05,0.10729962198788354,-7.751937984490365e-05,1289.4333333333334,1290.62573615376,47.86845310596833,-3.0200620541197623,-1.2934295003799416,1319.8648219806457,1279.065178019354
2019-04-04,1289.0,1292.6,1279.5,1290.6,269,-0.0006979720319031428,0.09937728552219907,-0.0006977285060858485,1289.6333333333334,1289.81286807688,41.420911528150185,-3.4853731883474666,-1.7318182379734468,1319.4039895975093,1280.0460104024905
2019-04-05,1290.4,1292.0,1283.6,1292.0,181,0.0010855238718117226,0.09835376094451316,0.0010861132660977546,1289.7666666666667,1290.10643403844,43.355704697986695,-3.6985329295416705,-2.125161176287092,1319.4834858353693,1279.3065141646307
2019-04-08,1297.1,1302.1,1291.8,1292.2,63,0.005178755535628046,0.09983658504351417,0.0051921884686916275,1292.1666666666667,1293.60321701922,44.83660130718948,-3.2889169668931117,-2.357912334408296,1319.311244224811,1280.308755775189
2019-04-09,1303.5,1304.9,1298.5,1298.5,30,0.004921951026928991,0.10117382051499557,0.004934083725233185,1297.0,1298.55160850961,51.91326530612245,-2.419970933856348,-2.3703240542979067,1319.6642474645846,1280.6757525354155
2019-04-10,1309.1,1309.1,1301.5,1304.0,66,0.004286923812496841,0.100941252432389,0.004296125815113072,1303.2333333333333,1303.825804254805,51.91326530612245,-1.2648710967605439,-2.149233462790434,1319.8835373652742,1280.6164626347258
2019-04-11,1288.6,1307.1,1288.6,1307.0,420,-0.015783520481511278,0.11020633661825893,-0.01565961347490641,1300.3999999999999,1296.2129021274025,37.68736616702357,-1.9807914967939269,-2.115545069591133,1320.1079600954906,1279.9120399045094
2019-04-12,1290.6,1293.4,1289.2,1293.4,607,0.0015508687971972567,0.10434339622100089,0.0015520720161414925,1296.1,1293.4064510637013,31.609870740305396,-2.3595805111015125,-2.164352157893209,1319.9579188813016,1278.9420811186985
2019-04-15,1286.8,1287.3,1282.3,1284.8,523,-0.002948710136868061,0.1013223399551761,-0.0029443669611033396,1288.6666666666667,1290.1032255318505,33.08733087330867,-2.9325966275978317,-2.3180010518341336,1320.0398338318143,1277.5101661681858
2019-04-16,1272.6,1285.2,1272.2,1285.2,643,-0.011096464566179569,0.10620658623633661,-0.011035125893689823,1283.3333333333333,1281.3516127659252,29.52799121844116,-4.480884506589518,-2.750577742785211,1321.180466751585,1273.1295332484153
2019-04-17,1272.2,1273.5,1271.6,1273.5,308,-0.00031436655398775596,0.10594073975854233,-0.0003143171460001648,1277.2,1276.7758063829626,37.675070028011206,-5.674775186635998,-3.3354172315553683,1322.151034376602,1269.3289656233985
2019-04-18,1271.9,1273.6,1270.1,1270.8,27,-0.00023583978726499704,0.1059292655024063,-0.0002358119792484903,1272.2333333333333,1274.3379031914815,34.59854014598537,-6.569421443804913,-3.982218074005278,1321.9993892826074,1266.0606107173926
2019-04-22,1273.5,1273.5,1273.5,1273.5,147,0.0012571699620727568,0.10126063574896833,0.0012579605314881892,1272.5333333333335,1273.9189515957407,38.62595419847313,-7.0678545917999145,-4.599345377564205,1320.2452586646768,1264.0047413353232
2019-04-23,1269.3,1269.8,1266.0,1266.4,206,-0.003303448025380216,0.1001424706299832,-0.003297997644287398,1271.5666666666666,1271.6094757978703,34.801762114537354,-7.712862276504666,-5.222048757352297,1315.6610668162314,1263.3289331837684
2019-04-24,1275.5,1275.5,1267.8,1268.4,518,0.00487269118773474,0.09966844676726043,0.004884582053100273,1272.7666666666667,1273.5547378989352,40.29649595687324,-7.635727416640975,-5.7047844892100334,1311.648893089545,1263.4611069104546
2019-04-25,1275.8,1280.8,1275.8,1280.6,95,0.0002351742259887602,0.09587737828382409,0.0002352018816149659,1273.5333333333333,1274.6773689494676,41.0326086956521,-7.464345661287098,-6.056696723625447,1308.0367195933893,1263.6632804066105
2019-04-26,1284.9,1284.9,1284.9,1284.9,804,0.007107461481580233,0.0936577467155623,0.007132779432513114,1278.7333333333333,1279.7886844747338,46.617466174661736,-6.519082512092382,-6.149173881318834,1307.7161522230633,1263.4938477769367
2019-04-29,1278.6,1284.9,1277.1,1284.8,568,-0.004915164956808652,0.09239309320466513,-0.004903105300023469,1279.7666666666667,1279.194342237367,38.566131025957986,-6.206764289650891,-6.160691962985246,1306.9199268208426,1262.8500731791569
2019-04-30,1282.8,1283.3,1280.8,1281.7,114,0.003279459486373459,0.09305305980761273,0.003284842796809073,1282.1000000000001,1280.9971711186836,36.848792884371015,-5.556295434009826,-6.039812657190162,1306.594133680068,1262.6158663199321
2019-05-01,1281.4,1283.3,1278.7,1278.7,70,-0.0010919586140786047,0.09226494916685762,-0.001091362644215721,1280.9333333333334,1281.1985855593418,31.409395973154474,-5.095030143305394,-5.850856154413209,1306.056005942427,1262.293994057573
2019-05-02,1269.7,1270.8,1266.6,1269.2,63,-0.009172578129175475,0.09523825385662976,-0.009130638364289068,1277.9666666666667,1275.449292779671,35.616438356164494,-5.608910270037313,-5.80246697753803,1305.7856496253662,1260.5443503746337
2019-05-03,1279.2,1279.2,1270.1,1270.1,15,0.007454230443998825,0.09712719375920792,0.007482082381665034,1276.7666666666667,1277.3246463898354,42.213114754098456,-5.189768941750117,-5.679927370380447,1305.1877683069408,1260.162231693059
2019-05-06,1281.7,1282.2,1280.3,1282.2,12,0.0019524392160339581,0.09635758719433848,0.00195434646654169,1276.8666666666666,1279.5123231949178,46.45340751043122,-4.602808995750138,-5.464503695454386,1304.4585697583161,1260.021430241684
2019-05-07,1283.5,1283.5,1280.5,1280.5,8,0.001403399575416739,0.09312627548511809,0.0014043848014355653,1281.4666666666667,1281.506161597459,59.15966386554629,-3.9468966848298805,-5.160982293329486,1302.668381971946,1260.4516180280539
2019-05-08,1279.4,1279.4,1279.4,1279.4,5,-0.0031995032951578225,0.09227397221963392,-0.003194390338916997,1281.5333333333333,1280.4530807987294,55.6962025316456,-3.71509192060671,-4.871804218784931,1298.7694651379204,1261.9405348620796
2019-05-09,1283.5,1285.0,1278.8,1278.9,38,0.0031995032951577843,0.09271165291494289,0.0032046271689853967,1282.1333333333334,1281.9765403993647,58.65671641791038,-3.164075744413367,-4.530258523910618,1291.7368989180306,1266.4131010819694
2019-05-10,1285.7,1286.5,1283.3,1285.4,6,0.0017125957790080416,0.08160985545481891,0.0017140631086871583,1282.8666666666668,1283.8382701996825,59.02366863905327,-2.5208114953229597,-4.128369118193087,1291.1927549064078,1266.6672450935919
2019-05-13,1300.1,1300.1,1281.8,1286.7,56,0.011137867477919746,0.08763009079161055,0.011200124445827075,1289.7666666666667,1291.9691350998412,69.7943444730077,-0.8393843885389742,-3.4705721722622647,1294.071463714701,1264.7385362852995
2019-05-14,1294.7,1297.8,1294.7,1297.8,6,-0.004162176503521332,0.0878691616073692,-0.0041535266517959135,1293.5,1293.3345675499206,62.467532467532536,0.05676943459434369,-2.7651038508909433,1295.6803420352896,1263.9196579647103
2019-05-15,1296.3,1296.9,1296.0,1296.9,55,0.0012350445413954407,0.08786851964708167,0.0012358075229781385,1297.0333333333335,1294.8172837749603,63.090676883780375,0.8858726358005242,-2.03490855355265,1298.0927421685376,1263.8772578314627
2019-05-16,1285.0,1285.4,1285.0,1285.2,3,-0.00875533427667697,0.09159485127673532,-0.008717117951091535,1292.0,1289.9086418874801,50.06211180124217,0.6239349998700163,-1.5031398428681169,1298.3012200689893,1264.9487799310107
2019-05-17,1274.5,1280.0,1274.5,1280.0,1,-0.00820477351315001,0.09453825887314536,-0.008171206225680905,1285.2666666666667,1282.2043209437402,47.579693034238524,-0.42600400263813754,-1.287712674822121,1298.1501822191733,1265.359817780827
2019-05-20,1276.1,1276.1,1276.1,1276.1,20,0.0012546069237604038,0.09456225730246337,0.0012553942722635103,1278.533333333333,1279.15216047187,45.919610231425025,-1.1161157111259854,-1.253393282082894,1298.0441134462355,1265.7258865537644
2019-05-21,1272.0,1272.0,1272.0,1272.0,0,-0.003218086839863112,0.09340411746282352,-0.0032129143484052047,1274.1999999999998,1275.576080235935,44.45754716981122,-1.9711477823216228,-1.3969441821306396,1297.7765157783558,1266.2634842216441
2019-05-22,1273.6,1273.6,1273.6,1273.6,0,0.0012570711900511137,0.09209870595188441,0.0012578616352201255,1273.8999999999999,1274.5880401179675,52.61044176706822,-2.4909461539725726,-1.6157445764990264,1297.8688323333374,1265.9811676666625
2019-05-23,1284.8,1284.8,1284.8,1284.8,0,0.008755528102378724,0.09509419739506111,0.008793969849246297,1276.8,1279.6940200589838,53.66492146596856,-1.976361446246301,-1.6878679504484813,1298.0974445668537,1266.6525554331463
2019-05-24,1283.0,1283.0,1283.0,1283.0,9,-0.001401978576860749,0.08361469959326087,-0.0014009962640099127,1280.4666666666665,1281.347010029492,50.85865257595771,-1.694263895221411,-1.6891471394030675,1297.9611116684305,1266.5988883315695
2019-05-28,1276.5,1276.5,1276.5,1276.5,0,-0.005079127934097918,0.08464767711749782,-0.005066250974279041,1281.4333333333334,1278.9235050147458,45.64676616915418,-1.9724579632763835,-1.745809304177731,1297.987436810771,1266.362563189229
2019-05-29,1280.6,1280.6,1280.6,1280.6,189694,0.003206760403163308,0.08489540484573929,0.003211907559733662,1280.0333333333333,1279.7617525073729,50.74626865671631,-1.8408725982110354,-1.764821962984392,1297.8897341376155,1266.2402658623846
2019-05-30,1287.1,1288.3,1273.9,1279.4,55573,0.005062907570630184,0.07955864714104766,0.005075745744182347,1281.3999999999999,1283.4308762536864,52.17391304347823,-1.1982815275962366,-1.651513875906761,1298.328867623402,1266.3711323765979
2019-05-31,1305.8,1306.4,1287.5,1287.7,2814,0.014424254097201016,0.08931419809852567,0.014528785642141218,1291.1666666666667,1294.6154381268432,60.12084592145018,0.810566536590386,-1.1590977934073317,1302.1462815142834,1266.1637184857166
2019-06-03,1322.7,1327.8,1307.0,1307.0,812,0.012859222279468535,0.09573940790852382,0.012942257619849906,1305.2,1308.6577190634216,61.10019646365435,3.7233612702227674,-0.18260598068131184,1311.0561293712558,1261.603870628744
2019-06-04,1323.4,1328.6,1320.8,1324.3,302,0.0005290805459575729,0.09576584988391355,0.0005292205337568134,1317.3,1316.0288595317109,64.77857878475805,6.018874394633258,1.057690094381602,1318.0438106587571,1258.7861893412428
2019-06-05,1328.3,1343.3,1326.3,1328.9,622,0.0036957465604983736,0.09499960367013684,0.0037025842526823283,1324.8000000000002,1322.1644297658554,65.93625498007975,8.13964536795038,2.474081149095358,1325.1015092571051,1256.2084907428948
2019-06-06,1337.6,1338.7,1326.2,1330.8,161,0.006977034191979432,0.09583808598115236,0.007001430399758979,1329.7666666666667,1329.8822148829277,76.72764227642281,10.450338918350099,4.069332702946307,1333.4172679801002,1253.7127320199
2019-06-07,1341.2,1347.7,1329.8,1333.1,240,0.0026877722616363746,0.09580160315399541,0.002691387559808689,1335.7,1335.5411074414637,86.4480874316941,12.428798663896032,5.741225895136251,1341.2778343983055,1251.6221656016946
2019-06-10,1324.7,1336.5,1324.1,1335.8,268,-0.012378716901857574,0.10259075476811963,-0.012302415747092121,1334.5,1330.120553720732,72.83834586466175,12.52099591566116,7.097179899241233,1344.6299515579717,1252.1700484420285
2019-06-11,1326.4,1328.4,1319.1,1328.4,201,0.0012824866908146195,0.10103748322763621,0.001283309428549817,1330.7666666666667,1328.260276860366,76.15384615384619,12.586153353190412,8.19497459003107,1347.6146000422789,1251.815399957721
2019-06-12,1331.9,1334.5,1326.9,1326.9,139,0.004137988825954408,0.10121976971219014,0.004146562123039876,1327.6666666666667,1330.080138430183,77.0157553290084,12.932517119309523,9.14248309588676,1351.5008344684209,1251.6491655315792
2019-06-13,1339.2,1341.1,1331.6,1331.6,157,0.005465926528226053,0.10168353601276485,0.005480891958855816,1332.5000000000002,1334.6400692150914,76.15384615384619,13.6388418122026,10.04175483914993,1356.3069545559865,1251.133045444013
2019-06-14,1340.1,1355.4,1339.3,1345.4,914,0.000671817290971643,0.09660573438731408,0.000672043010752521,1337.0666666666668,1337.3700346075457,77.69156159068864,14.108596579430014,10.855123187205947,1360.6809571400909,1252.269042859909
2019-06-17,1338.7,1340.3,1335.0,1339.0,76,-0.0010452442343305028,0.09541540184770811,-0.0010446981568538183,1339.3333333333333,1338.0350173037727,81.73469387755111,14.204175424643154,11.52493363469339,1363.520667104915,1255.849332895085
2019-06-18,1346.6,1349.3,1341.6,1349.3,29,0.005883903319328348,0.09624857996661623,0.005901247478897309,1341.8,1342.3175086518863,82.41650294695489,14.747387620469226,12.169424431848558,1367.0187803439633,1259.4012196560368
2019-06-19,1344.6,1344.6,1344.0,1344.0,129,-0.0014863260762442321,0.0966754533601494,-0.0014852220406951222,1343.3,1343.4587543259431,79.54779033915733,14.845375664259564,12.70461467833076,1368.7033995272764,1264.9766004727235
2019-06-20,1392.9,1392.9,1379.5,1381.5,76,0.035291333659049476,0.1364325262004275,0.03592146363230708,1361.3666666666668,1368.1793771629716,84.31836091410568,18.60596030638294,13.884883803941197,1380.8075580198115,1264.8024419801886
2019-06-21,1396.2,1406.0,1390.3,1406.0,35,0.0023663558423153448,0.1364344581448565,0.002369157872065486,1377.8999999999999,1382.1896885814858,82.43601059135048,21.603501432759913,15.42860732970494,1392.1217976491819,1264.6282023508181
2019-06-24,1414.3,1420.6,1402.1,1406.0,125,0.012880448490152959,0.13946291746506392,0.012963758773814504,1401.1333333333334,1398.244844290743,84.77429227237955,25.149683210602234,17.3728225058844,1405.6723911506892,1264.2076088493109
2019-06-25,1414.9,1433.3,1414.9,1418.1,105,0.00042414817545250165,0.1375933567432427,0.00042423813900871465,1408.4666666666665,1406.5724221453715,84.25632911392414,27.689287928733847,19.436115590454293,1415.5381450135037,1268.1818549864965
2019-06-26,1411.6,1413.3,1405.8,1407.2,1333,-0.0023350444007917367,0.13688769730644212,-0.0023323203053220443,1413.6000000000001,1409.0862110726857,80.73089700996675,29.100211420959795,21.368934756555394,1422.4484793269812,1274.371520673019
